R_fighter,B_fighter,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,weight_dif
Court McGee,Costas Philippou,3/2/2012,"Sydney, New South Wales, Australia",Australia,Blue,False,Middleweight,MALE,3,0,26.33,0.5,0.67,1.0,0.55,1,7,0,0,1,0,1,0,0,2,Orthodox,180.34,185.42,185,0,48.0,0.34,1.0,3.0,0.5,0,8,1,0,0,1,0,2,0,3,Orthodox,180.34,190.5,170,27,32,0,-1,-1,-1,-1,-1,-1,1,-2,0.0,-5.08,-5,-21.67,-0.33,-2.0,neither,DQ,blank,1.0,5:00,300.0,-15
James Te Huna,Aaron Rosa,3/2/2012,"Sydney, New South Wales, Australia",Australia,Red,False,Light Heavyweight,MALE,3,0,66.0,0.49,0.0,0.0,0.0,1,6,0,1,0,0,0,0,0,1,Orthodox,193.04,198.12,205,0,11.0,0.71,0.33,2.0,0.25,1,5,0,0,0,0,2,0,0,2,Orthodox,187.96,190.5,185,30,28,0,0,0,-1,0,1,0,-2,0,5.08,7.62,2,55.0,-0.33,-2.0,neither,KO/TKO,Punches,1.0,2:08,128.0,-20
Anthony Perosh,Nick Penner,3/2/2012,"Sydney, New South Wales, Australia",Australia,Red,False,Light Heavyweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,195.58,205,0,17.8,0.45,0.8,1.2,0.17,3,9,0,0,0,0,0,2,0,2,Orthodox,190.5,190.5,205,39,31,0,-2,-2,-2,3,-9,0,0,-2,2.54,5.08,8,-17.8,-0.8,-1.2,neither,KO/TKO,Punches,1.0,4:59,299.0,0
Cole Miller,Steven Siler,3/2/2012,"Sydney, New South Wales, Australia",Australia,Blue,False,Featherweight,MALE,3,0,72.0,0.54,2.0,0.0,0.0,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,177.8,145,0,18.1,0.31,2.0,0.3,0.12,3,19,0,0,0,1,1,5,0,7,Orthodox,185.42,187.96,145,27,25,0,0,-1,-6,3,-16,0,-1,-5,-5.08,-10.16,2,53.9,0.0,-0.3,neither,U-DEC,blank,3.0,5:00,900.0,0
Kyle Noke,Andrew Craig,3/2/2012,"Sydney, New South Wales, Australia",Australia,Blue,False,Middleweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,193.04,170,0,22.75,0.63,0.75,1.25,0.52,1,6,0,0,0,0,1,2,0,3,Southpaw,185.42,193.04,170,31,26,1,0,-3,-3,1,-6,0,-1,-2,0.0,0.0,5,-22.75,-0.75,-1.25,neither,U-DEC,blank,3.0,5:00,900.0,0
TJ Waldburger,Jake Hecht,3/2/2012,"Sydney, New South Wales, Australia",Australia,Red,False,Welterweight,MALE,3,0,33.0,0.7,0.0,0.0,0.0,0,2,0,0,0,0,1,0,0,1,Orthodox,182.88,193.04,170,0,14.67,0.51,3.0,3.0,0.53,1,5,0,0,0,1,0,1,0,2,Orthodox,180.34,190.5,170,23,28,0,0,0,-1,1,-3,0,1,-1,2.54,2.54,-5,18.33,-3.0,-3.0,neither,SUB,Armbar,1.0,0:55,55.0,0
Mackens Semerzier,Daniel Pineda,3/2/2012,"Sydney, New South Wales, Australia",Australia,Blue,False,Featherweight,MALE,3,0,19.0,0.79,1.0,1.0,1.0,0,1,0,0,0,0,0,1,0,1,Orthodox,170.18,175.26,145,0,29.5,0.72,0.5,2.0,0.4,1,4,0,0,0,0,0,1,0,1,Orthodox,175.26,182.88,145,31,26,1,1,0,0,1,-3,0,0,0,-5.08,-7.62,5,-10.5,0.5,-1.0,neither,SUB,Armbar,1.0,2:05,125.0,0
Oli Thompson,Shawn Jordan,3/2/2012,"Sydney, New South Wales, Australia",Australia,Blue,False,Heavyweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,260,0,27.4,0.45,0.52,1.34,0.33,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,242,32,27,0,0,0,0,0,0,0,0,0,-2.54,0.0,5,0.0,0.0,0.0,neither,KO/TKO,Punches,2.0,3:53,533.0,-18
Frankie Edgar,Benson Henderson,2/25/2012,"Saitama, Japan",Japan,Blue,True,Lightweight,MALE,5,0,53.67,0.46,0.67,4.0,0.68,0,9,0,0,0,3,0,0,0,3,Southpaw,175.26,177.8,170,0,57.55,0.44,0.36,3.18,0.28,2,37,4,0,0,6,2,1,0,9,Orthodox,167.64,172.72,145,30,28,0,2,-2,-6,2,-28,-4,-2,-1,7.62,5.08,2,-3.88,0.3,0.82,neither,U-DEC,blank,5.0,5:00,1500.0,-25
Rampage Jackson,Ryan Bader,2/25/2012,"Saitama, Japan",Japan,Blue,False,Light Heavyweight,MALE,3,0,22.12,0.35,0.25,2.0,0.26,2,17,1,0,0,3,3,0,0,6,Orthodox,187.96,187.96,205,0,34.6,0.48,0.0,0.5,0.23,3,30,4,0,1,3,3,0,0,7,Orthodox,185.42,185.42,205,33,28,1,1,2,-1,1,-13,-3,0,0,2.54,2.54,5,-12.47,0.25,1.5,neither,DQ,blank,1.0,5:00,300.0,0
Mark Hunt,Cheick Kongo,2/25/2012,"Saitama, Japan",Japan,Red,False,Heavyweight,MALE,3,0,35.13,0.58,0.2,1.6,0.48,5,32,0,1,0,2,6,0,1,10,Orthodox,193.04,208.28,240,0,21.0,0.35,0.33,1.0,0.5,1,6,0,0,0,1,1,0,0,2,Orthodox,177.8,182.88,265,37,36,0,0,1,8,-4,26,0,6,0,15.24,25.4,1,14.13,-0.13,0.6,neither,KO/TKO,Punches,1.0,2:11,131.0,25
Yoshihiro Akiyama,Jake Shields,2/25/2012,"Saitama, Japan",Japan,Blue,False,Welterweight,MALE,3,0,34.67,0.27,0.0,1.33,0.09,2,9,1,0,1,0,0,0,0,1,Orthodox,182.88,182.88,170,0,33.25,0.28,0.25,2.0,0.44,3,10,0,0,1,0,0,0,0,1,Orthodox,177.8,185.42,170,36,33,1,0,0,0,1,-1,1,0,0,5.08,-2.54,3,1.42,-0.25,-0.67,neither,U-DEC,blank,3.0,5:00,900.0,0
Yushin Okami,Tim Boetsch,2/25/2012,"Saitama, Japan",Japan,Blue,False,Middleweight,MALE,3,0,29.0,0.51,0.5,1.88,0.27,3,18,0,0,0,3,2,0,0,5,Orthodox,182.88,187.96,185,0,28.85,0.4,0.62,1.46,0.39,3,36,1,0,1,5,3,0,1,10,Southpaw,187.96,190.5,170,30,31,1,2,-2,-5,0,-18,-1,-2,0,-5.08,-2.54,-1,0.15,-0.12,0.41,neither,KO/TKO,Punches,3.0,0:54,654.0,-15
Hatsu Hioki,Bart Palaszewski,2/25/2012,"Saitama, Japan",Japan,Red,False,Featherweight,MALE,3,0,17.0,0.25,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,Orthodox,175.26,177.8,145,0,24.0,0.48,0.0,2.0,0.28,0,3,0,0,1,0,0,0,0,1,Orthodox,180.34,177.8,145,28,28,0,0,0,0,0,-2,0,1,0,-5.08,0.0,0,-7.0,0.0,-2.0,neither,U-DEC,blank,3.0,5:00,900.0,0
Anthony Pettis,Joe Lauzon,2/25/2012,"Saitama, Japan",Japan,Red,False,Lightweight,MALE,3,0,12.0,0.48,1.82,1.45,0.48,3,18,0,0,0,0,2,6,0,8,Orthodox,177.8,180.34,155,0,17.5,0.35,0.5,3.0,0.33,1,6,0,0,1,0,0,0,0,1,Orthodox,177.8,182.88,170,25,27,0,1,2,7,-2,12,0,2,6,0.0,-2.54,-2,-5.5,1.32,-1.55,neither,KO/TKO,Kick,1.0,1:21,81.0,15
Takanori Gomi,Eiji Mitsuoka,2/25/2012,"Saitama, Japan",Japan,Red,False,Lightweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,173.0,145,0,10.75,0.21,0.0,0.0,0.0,3,7,0,0,0,0,1,0,0,1,Southpaw,170.18,177.8,155,33,36,2,0,-1,-1,3,-7,0,-1,0,0.0,-4.8,-3,-10.75,0.0,0.0,neither,KO/TKO,Punches,2.0,2:21,441.0,10
Norifumi Yamamoto,Vaughan Lee,2/25/2012,"Saitama, Japan",Japan,Blue,False,Bantamweight,MALE,3,0,29.0,0.51,2.0,4.0,0.44,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,0,15.5,0.39,0.0,0.5,0.12,2,6,0,0,0,0,0,0,0,0,Southpaw,162.56,167.64,135,34,29,1,0,0,0,1,-3,0,0,0,5.08,0.0,5,13.5,2.0,3.5,neither,SUB,Armbar,1.0,4:29,269.0,10
Riki Fukuda,Steve Cantwell,2/25/2012,"Saitama, Japan",Japan,Red,False,Middleweight,MALE,3,0,40.6,0.34,0.4,0.4,0.23,4,13,0,0,0,0,0,1,0,1,Orthodox,187.96,190.5,185,0,28.0,0.34,0.0,6.0,0.66,1,3,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,185,31,25,-3,0,1,1,-3,10,0,0,1,5.08,5.08,6,12.6,0.4,-5.6,neither,U-DEC,blank,3.0,5:00,900.0,0
Takeya Mizugaki,Chris Cariaso,2/25/2012,"Saitama, Japan",Japan,Blue,False,Bantamweight,MALE,3,0,54.33,0.49,0.33,1.0,0.3,1,9,0,0,1,1,0,0,0,2,Southpaw,160.02,160.02,125,0,42.33,0.38,0.0,1.67,0.67,1,8,0,0,1,0,1,0,0,2,Orthodox,170.18,172.72,135,28,30,0,0,0,0,0,1,0,-1,0,-10.16,-12.7,-2,12.0,0.33,-0.67,neither,U-DEC,blank,3.0,5:00,900.0,10
Tiequan Zhang,Issei Tamura,2/25/2012,"Saitama, Japan",Japan,Blue,False,Featherweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,135,0,3.0,0.23,2.0,0.0,0.0,1,4,0,0,0,0,0,1,0,1,Orthodox,172.72,177.8,155,33,27,1,0,-1,-1,1,-4,0,0,-1,-7.62,-17.78,6,-3.0,-2.0,0.0,neither,KO/TKO,Punch,2.0,0:32,332.0,20
Diego Sanchez,Jake Ellenberger,2/15/2012,"Omaha, Nebraska, USA",USA,Blue,False,Welterweight,MALE,3,0,20.67,0.46,0.5,2.33,0.68,1,13,0,0,1,0,3,0,1,5,Orthodox,175.26,180.34,170,0,34.94,0.41,0.81,1.38,0.31,4,43,2,0,1,6,5,0,0,12,Southpaw,177.8,182.88,170,30,26,0,3,-1,-7,3,-30,-2,-1,0,-2.54,-2.54,4,-14.27,-0.31,0.96,neither,U-DEC,blank,3.0,5:00,900.0,0
Stefan Struve,Dave Herman,2/15/2012,"Omaha, Nebraska, USA",USA,Red,False,Heavyweight,MALE,3,0,55.0,0.57,0.0,1.0,1.0,0,2,0,0,0,0,1,0,0,1,Orthodox,193.04,193.04,242,0,15.0,0.47,1.89,0.22,0.22,3,14,0,1,0,0,2,3,0,6,Orthodox,210.82,213.36,265,23,27,0,0,-2,-5,3,-12,0,-1,-3,-17.78,-20.32,-4,40.0,-1.89,0.78,neither,KO/TKO,Punches,2.0,3:52,532.0,23
Aaron Simpson,Ronny Markes,2/15/2012,"Omaha, Nebraska, USA",USA,Blue,False,Middleweight,MALE,3,0,40.0,0.76,0.0,6.0,1.0,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,190.5,185,0,40.38,0.52,0.38,3.12,0.44,2,20,0,0,1,3,2,0,0,6,Orthodox,182.88,185.42,170,37,23,0,-2,-2,-5,2,-17,0,-2,0,2.54,5.08,14,-0.38,-0.38,2.88,neither,S-DEC,blank,3.0,5:00,900.0,-15
Stipe Miocic,Philip De Fries,2/15/2012,"Omaha, Nebraska, USA",USA,Red,False,Heavyweight,MALE,3,0,14.0,0.6,0.0,3.0,0.6,0,3,0,0,0,1,0,0,0,1,Orthodox,195.58,208.28,250,0,68.0,0.47,0.0,4.0,0.57,0,3,0,0,0,1,0,0,0,1,Orthodox,193.04,203.2,240,29,25,0,0,0,0,0,0,0,0,0,2.54,5.08,4,-54.0,0.0,-1.0,neither,KO/TKO,Punch,1.0,0:43,43.0,-10
TJ Dillashaw,Walel Watson,2/15/2012,"Omaha, Nebraska, USA",USA,Red,False,Bantamweight,MALE,3,0,28.0,0.3,1.0,0.0,0.0,1,4,0,0,0,0,1,0,0,1,Orthodox,180.34,175.26,135,0,2.0,0.09,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,Orthodox,167.64,170.18,125,26,27,0,0,1,1,0,3,-1,1,0,12.7,5.08,-1,26.0,1.0,0.0,neither,U-DEC,blank,3.0,5:00,900.0,-10
Ivan Menjivar,John Albert,2/15/2012,"Omaha, Nebraska, USA",USA,Red,False,Bantamweight,MALE,3,0,21.0,0.61,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,Orthodox,172.72,172.72,135,0,25.67,0.39,0.67,0.0,0.0,1,7,0,0,0,1,1,0,0,2,Orthodox,167.64,162.56,145,29,25,0,-1,-1,-1,1,-6,0,0,0,5.08,10.16,4,-4.67,-0.67,0.0,neither,SUB,Rear Naked Choke,1.0,3:45,225.0,10
Jonathan Brookins,Vagner Rocha,2/15/2012,"Omaha, Nebraska, USA",USA,Red,False,Featherweight,MALE,3,0,32.0,0.4,2.0,1.5,0.57,1,5,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,155,0,27.5,0.42,0.0,2.0,0.14,1,6,1,0,0,1,0,0,0,1,Southpaw,182.88,185.42,145,26,29,1,1,0,0,0,-1,-1,0,1,-5.08,0.0,-3,4.5,2.0,-0.5,neither,KO/TKO,Punches,1.0,1:32,92.0,-10
Anton Kuivanen,Justin Salas,2/15/2012,"Omaha, Nebraska, USA",USA,Blue,False,Lightweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,177.8,155,0,27.4,0.45,0.52,1.34,0.33,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,155,27,29,0,0,0,0,0,0,0,0,0,0.0,-5.08,-2,0.0,0.0,0.0,neither,U-DEC,blank,3.0,5:00,900.0,0
Tim Means,Bernardo Magalhaes,2/15/2012,"Omaha, Nebraska, USA",USA,Red,False,Lightweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,165.1,155,0,27.4,0.45,0.52,1.34,0.33,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,170,27,30,0,0,0,0,0,0,0,0,0,-12.7,-25.4,-3,0.0,0.0,0.0,neither,U-DEC,blank,3.0,5:00,900.0,15
Nick Diaz,Carlos Condit,2/4/2012,"Las Vegas, Nevada, USA",USA,Blue,True,Welterweight,MALE,5,0,33.6,0.4,1.2,0.8,0.25,1,11,0,0,1,0,3,0,0,4,Orthodox,187.96,190.5,170,0,45.36,0.44,1.09,1.18,0.27,4,27,0,0,0,1,4,2,0,7,Southpaw,185.42,193.04,185,28,27,0,1,1,-3,3,-16,0,-1,-2,2.54,-2.54,1,-11.76,0.11,-0.38,neither,U-DEC,blank,5.0,5:00,1500.0,15
Roy Nelson,Fabricio Werdum,2/4/2012,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,MALE,3,0,22.5,0.55,0.0,0.5,0.12,2,7,0,0,0,0,2,0,0,2,Orthodox,193.04,195.58,231,0,22.0,0.41,0.0,0.6,0.3,2,11,1,0,0,0,3,0,0,3,Orthodox,182.88,182.88,263,35,34,-1,-1,0,-1,0,-4,-1,-1,0,10.16,12.7,1,0.5,0.0,-0.1,neither,U-DEC,blank,3.0,5:00,900.0,32
Josh Koscheck,Mike Pierce,2/4/2012,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,40.29,0.48,0.43,2.86,0.44,2,20,0,0,1,2,1,1,0,5,Orthodox,172.72,177.8,170,0,18.11,0.4,0.37,1.79,0.5,5,41,1,0,0,5,6,3,0,14,Orthodox,177.8,185.42,170,34,31,0,0,-2,-9,3,-21,-1,-5,-2,-5.08,-7.62,3,22.18,0.06,1.07,neither,S-DEC,blank,3.0,5:00,900.0,0
Renan Barao,Scott Jorgensen,2/4/2012,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,28.5,0.47,0.0,3.0,1.0,0,4,0,0,0,1,1,0,0,2,Orthodox,165.1,167.64,135,0,41.5,0.45,0.5,3.0,0.42,0,4,0,0,0,1,0,1,0,2,Orthodox,167.64,177.8,135,25,29,0,0,0,0,0,0,0,1,-1,-2.54,-10.16,-4,-13.0,-0.5,0.0,neither,U-DEC,blank,3.0,5:00,900.0,0
Ed Herman,Clifford Starks,2/4/2012,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,0,26.0,0.31,0.0,3.0,1.0,0,3,0,0,0,1,0,0,0,1,Orthodox,182.88,195.58,185,0,23.27,0.54,0.91,2.18,0.52,5,22,1,0,0,1,2,3,0,6,Orthodox,185.42,195.58,205,31,30,0,-1,-2,-5,5,-19,-1,-2,-3,-2.54,0.0,1,2.73,-0.91,0.82,neither,SUB,Rear Naked Choke,2.0,1:43,403.0,20
Dustin Poirier,Max Holloway,2/4/2012,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,175.26,155,0,57.0,0.47,0.33,2.0,0.52,0,8,0,0,0,2,0,1,0,3,Southpaw,175.26,182.88,155,23,20,0,-3,-3,-3,0,-8,0,0,-1,5.08,-7.62,3,-57.0,-0.33,-2.0,neither,SUB,Armbar,1.0,3:23,203.0,0
Alex Caceres,Edwin Figueroa,2/4/2012,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,34.0,0.52,0.5,0.0,0.0,1,5,0,0,0,0,1,0,0,1,Orthodox,170.18,175.26,135,0,39.0,0.46,0.33,0.0,0.0,2,6,0,0,0,1,0,0,0,1,Southpaw,177.8,185.42,145,23,27,0,0,0,0,1,-1,0,1,0,-7.62,-10.16,-4,-5.0,0.17,0.0,neither,S-DEC,blank,3.0,5:00,900.0,10
Matt Brown,Chris Cope,2/4/2012,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,33.5,0.18,0.0,0.0,0.0,1,4,0,0,0,1,0,0,0,1,Orthodox,182.88,182.88,170,0,26.5,0.59,1.4,0.8,0.47,5,22,0,0,0,1,3,1,0,5,Orthodox,182.88,190.5,170,31,28,0,0,-2,-4,4,-18,0,-3,-1,0.0,-7.62,3,7.0,-1.4,-0.8,neither,KO/TKO,Punches,2.0,1:19,379.0,0
Matthew Riddle,Henry Martinez,2/4/2012,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,172.72,155,0,41.62,0.53,0.62,3.25,0.55,3,23,0,0,0,3,1,0,0,5,Southpaw,185.42,187.96,170,26,28,2,0,-3,-5,3,-23,0,-1,0,-15.24,-15.24,-2,-41.62,-0.62,-3.25,neither,S-DEC,blank,3.0,5:00,900.0,15
Rafael Natal,Michael Kuiper,2/4/2012,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,185,0,28.0,0.39,0.0,2.33,0.28,2,9,0,0,0,1,0,0,0,1,Orthodox,182.88,193.04,185,29,22,0,-1,-1,-1,2,-9,0,0,0,0.0,-7.62,7,-28.0,0.0,-2.33,neither,U-DEC,blank,3.0,5:00,900.0,0
Dan Stittgen,Stephen Thompson,2/4/2012,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,0,27.4,0.45,0.52,1.34,0.33,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,180.0,170,31,28,0,0,0,0,0,0,0,0,0,-2.54,10.5,3,0.0,0.0,0.0,neither,KO/TKO,Kick,1.0,4:13,253.0,0
Rashad Evans,Phil Davis,1/28/2012,"Chicago, Illinois, USA",USA,Red,False,Light Heavyweight,MALE,5,0,39.2,0.54,0.8,2.6,0.61,0,12,0,0,0,3,0,2,0,5,Orthodox,187.96,200.66,205,0,24.85,0.38,0.0,3.46,0.44,2,34,3,1,3,2,5,0,0,11,Orthodox,182.88,190.5,205,32,27,0,2,0,-6,2,-22,-3,-5,2,5.08,10.16,5,14.35,0.8,-0.86,neither,U-DEC,blank,5.0,5:00,1500.0,0
Chael Sonnen,Michael Bisping,1/28/2012,"Chicago, Illinois, USA",USA,Red,False,Middleweight,MALE,3,0,49.73,0.42,0.33,1.4,0.4,3,34,1,0,1,3,8,0,0,12,Orthodox,185.42,190.5,185,0,37.11,0.49,0.22,3.33,0.52,4,24,1,0,0,4,0,1,0,5,Southpaw,185.42,187.96,205,34,32,0,3,1,7,1,10,0,8,-1,0.0,2.54,2,12.62,0.11,-1.93,neither,U-DEC,blank,3.0,5:00,900.0,20
Demian Maia,Chris Weidman,1/28/2012,"Chicago, Illinois, USA",USA,Blue,False,Middleweight,MALE,3,0,18.33,0.44,0.67,2.33,0.87,0,5,0,0,0,1,0,2,0,3,Orthodox,187.96,198.12,185,0,18.67,0.46,1.08,2.08,0.37,3,29,1,0,0,4,0,5,0,9,Southpaw,185.42,182.88,170,34,27,0,2,-2,-6,3,-24,-1,0,-3,2.54,15.24,7,-0.33,-0.42,0.25,neither,U-DEC,blank,3.0,5:00,900.0,-15
Evan Dunham,Nik Lentz,1/28/2012,"Chicago, Illinois, USA",USA,Red,False,Lightweight,MALE,3,0,39.5,0.48,2.0,3.12,0.32,3,23,0,0,1,3,0,1,0,5,Orthodox,172.72,172.72,155,0,41.43,0.34,1.57,1.14,0.34,2,17,0,0,2,1,1,1,0,5,Southpaw,177.8,177.8,155,30,27,-2,-1,0,0,-1,6,0,-1,0,-5.08,-5.08,3,-1.93,0.43,1.98,neither,KO/TKO,blank,2.0,5:00,600.0,0
Mike Russow,Jon Olav Einemo,1/28/2012,"Chicago, Illinois, USA",USA,Red,False,Heavyweight,MALE,3,0,34.0,0.48,0.0,1.0,0.25,1,2,0,0,0,0,0,0,0,0,Orthodox,198.12,206.0,253,0,16.33,0.45,0.67,3.67,0.41,0,8,0,0,0,1,1,0,1,3,Orthodox,185.42,185.42,255,35,36,-1,-3,-3,-3,-1,-6,0,-2,0,12.7,20.58,-1,17.67,-0.67,-2.67,neither,U-DEC,blank,3.0,5:00,900.0,2
Cub Swanson,George Roop,1/28/2012,"Chicago, Illinois, USA",USA,Red,False,Featherweight,MALE,3,0,37.67,0.33,0.0,0.5,0.33,4,15,0,0,1,0,1,0,0,2,Orthodox,185.42,182.88,135,0,17.0,0.39,1.0,1.0,1.0,1,2,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,145,28,30,0,0,1,2,-3,13,0,1,0,12.7,5.08,-2,20.67,-1.0,-0.5,neither,KO/TKO,Punch,2.0,2:22,442.0,10
Charles Oliveira,Eric Wisely,1/28/2012,"Chicago, Illinois, USA",USA,Red,False,Featherweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,178.0,145,0,16.8,0.52,1.2,0.6,0.14,3,8,0,0,0,0,0,2,0,2,Orthodox,177.8,187.96,155,22,27,3,0,-2,-2,3,-8,0,0,-2,-5.08,-9.96,-5,-16.8,-1.2,-0.6,neither,SUB,Other - Lock,1.0,1:43,103.0,10
Michael Johnson,Shane Roller,1/28/2012,"Chicago, Illinois, USA",USA,Red,False,Lightweight,MALE,3,0,12.33,0.16,0.67,0.33,0.11,2,6,0,0,0,0,1,0,0,1,Orthodox,177.8,182.88,155,0,21.67,0.38,0.0,0.33,0.33,2,5,1,0,0,0,1,0,0,1,Southpaw,177.8,185.42,145,25,32,-1,0,0,0,0,1,-1,0,0,0.0,-2.54,-7,-9.33,0.67,0.0,neither,U-DEC,blank,3.0,5:00,900.0,-10
Joey Beltran,Lavar Johnson,1/28/2012,"Chicago, Illinois, USA",USA,Blue,False,Heavyweight,MALE,3,0,26.31,0.44,0.5,1.25,0.31,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,208.28,240,0,61.0,0.41,0.0,0.5,0.18,3,17,0,0,0,1,2,0,0,3,Orthodox,185.42,190.5,185,30,34,1,0,-2,-3,3,-17,0,-2,0,7.62,17.78,-4,-61.0,0.0,-0.5,neither,KO/TKO,Punches,1.0,4:24,264.0,-55
Chris Camozzi,Dustin Jacoby,1/28/2012,"Chicago, Illinois, USA",USA,Red,False,Middleweight,MALE,3,0,18.0,0.25,0.0,0.0,0.0,1,3,0,0,0,0,0,0,0,0,Orthodox,193.04,198.12,185,0,40.5,0.54,0.25,0.0,0.0,2,10,0,0,1,1,0,0,0,2,Orthodox,187.96,193.04,185,25,23,1,0,-2,-2,1,-7,0,0,0,5.08,5.08,2,-22.5,-0.25,0.0,neither,SUB,Guillotine Choke,3.0,1:08,668.0,0
Melvin Guillard,Jim Miller,1/20/2012,"Nashville, Tennessee, USA",USA,Blue,False,Lightweight,MALE,3,0,25.82,0.33,2.36,1.64,0.44,2,28,0,0,0,4,2,3,0,9,Southpaw,172.72,180.34,155,0,17.2,0.4,0.07,0.87,0.35,5,24,0,0,2,1,6,0,1,10,Orthodox,175.26,172.72,155,28,28,0,0,2,-1,3,4,0,-5,3,-2.54,7.62,0,8.62,2.3,0.77,neither,SUB,Rear Naked Choke,1.0,3:04,184.0,0
Duane Ludwig,Josh Neer,1/20/2012,"Nashville, Tennessee, USA",USA,Blue,False,Welterweight,MALE,3,0,35.09,0.4,1.09,0.82,0.23,6,27,0,0,0,2,0,2,1,5,Orthodox,180.34,182.88,170,0,44.0,0.45,0.0,0.17,0.08,2,12,0,0,1,2,1,0,0,4,Orthodox,177.8,177.8,170,33,28,0,-1,0,1,-4,15,0,0,2,2.54,5.08,5,-8.91,1.09,0.65,neither,SUB,Guillotine Choke,1.0,3:04,184.0,0
